"","x"
"440",0.0273567308428742
"441",0.221093294696883
"442",0.00078922344664093
"443",0.0481916316308328
"444",-0.148849350406049
"445",0.0576543016607569
"446",0.237467394400313
"447",-0.443767845578912
"448",-0.311050850319323
"449",0.0293331453993548
"450",-0.0976853307751441
"451",0.113132886157882
"452",0.121144169823193
"453",-0.0335194821376324
"454",0.0567915106501559
"455",0.0877550654310608
"456",0.436107633794863
"457",-0.0559912701858704
"458",0.250661650915683
"459",0.142558273749831
"460",0.18770649605574
"461",0.106833191271682
"462",-0.0410265333538767
"463",-0.0743072392629864
"464",-0.301788221931049
"465",-0.162391718052549
"466",-0.0351641814630714
"467",-0.0191041937130327
"468",-0.0973852059026497
"469",0.149611431055008
"470",-0.0708584162362829
"471",-0.122477746099383
"472",0.404594657328576
"473",0.151828756023488
"474",0.00925592585008168
"475",-0.0514007075073953
"476",0.0961490104866001
"477",-0.00384155073792539
"478",0.0730456214421688
"479",0.125694873120013
"480",0.19165765170958
"481",-0.231389159471676
"482",-0.0331394980218308
"483",-0.231812646896057
"484",0.0522800495197297
"485",-0.167751874464741
"486",0.140192977836456
"487",0.0305082433257327
"488",0.136853148713983
"489",-0.108154656537696
"490",0.143920138031701
"491",0.0542512153686667
"492",0.00260975850662628
"493",0.0971745730143904
"494",-0.280466956999578
"495",0.00114602555842913
"496",-0.144999666714329
"497",-0.0220115177749795
"498",0.0286297876645789
"499",0.0416099497611408
"500",-0.0647406745790967
"501",-0.190531034709407
"502",-0.0499481587981209
"503",0.11920600138699
"504",0.0656326320271246
"505",-0.025807945263476
"506",-0.0545843095012666
"507",-0.0991544911703752
"508",-0.0279908118140578
"509",0.253073043527051
"510",0.210668376738864
"511",-0.0171945350324801
"512",0.0627034240224889
"513",-0.261051642498919
"514",-0.0427095105717533
"515",-0.151053605131132
"516",-0.00467580332326402
"517",-0.336310690475734
"518",-0.0928856962611265
"519",0.0644477279190128
"520",-0.0371717231923235
"521",0.0101036097159772
"522",-0.0544438638886911
"523",0.0170515573153111
"524",-0.149422092843232
"525",0.00442161520451052
"526",-0.118481876540492
"527",0.0472452879364112
"528",0.0819852496421647
"529",-0.325585517490807
"530",0.00922152610765254
"531",0.413164118547344
"532",0.112528339910965
"533",0.0313131717563177
"534",0.0688294978645444
"535",0.0675539695088815
"536",0.0989136780662299
"537",-0.0369563457225841
"538",-0.193149308314709
"539",0.0338863047049726
"540",0.0663541057449947
"541",0.172987637935551
"542",0.0225064786955586
"543",0.0102815662092604
"544",0.127331388761885
"545",0.0565720820829035
"546",0.0471366499327429
"547",0.0831335220524267
"548",0.0372392288655529
"549",0.107138697045951
"550",-0.0866168792280587
"551",0.123944010879609
"552",-0.0885750168758584
"553",0.333350490762538
"554",0.0307524389340281
"555",-0.262750337001671
"556",-0.157612551680835
"557",0.241265877324182
"558",0.0148946715693392
"559",-0.382112990123557
"560",-0.0535614218873776
"561",0.20668490965106
"562",-0.105909954929322
"563",-0.0438790842631445
"564",-0.0299875177614841
"565",0.197600806158921
"566",-0.108870156781188
"567",-0.0970023001754405
"568",0.0310600528190615
"569",0.123407619499724
"570",0.183622786053356
"571",-0.0533865049841062
"572",-0.152828420608195
"573",-0.13301961985695
"574",0.164385923970272
"575",0.130967786128756
"576",-0.051612359443042
"577",-0.0382848150202523
"578",0.104760996834118
"579",-0.0754347608142984
"580",-0.0406962646193715
"581",-0.114210685418094
"582",0.0870362803124054
"583",-0.135082161679499
"584",-0.456295488724836
"585",-0.225438525629047
"586",-0.0258298824772609
"587",0.199021257070239
"588",-0.235042655029567
"589",0.34939060915198
"590",0.122984654142892
"591",0.123202675413902
"592",-0.0750646926584025
"593",0.0578150404034185
"594",-0.0222830923187029
"595",-0.143593053070595
"596",0.147798345633451
"597",0.162065451771083
"598",-0.329422588186072
"599",0.260043470032511
"600",-0.133875910690694
"601",0.0227475637659574
"602",0.00203115189100005
"603",-0.272232800343523
"604",-0.0193227245855056
"605",-0.013473241665052
"606",0.0414318642412199
"607",-0.0714914108426164
"608",-0.0664479265367837
"609",-0.0265878668147582
"610",-0.129131446737813
"611",0.241114585896838
"612",0.0388843691119349
"613",0.0786575513051742
"614",0.0741233175071849
"615",-0.166181164383458
"616",-0.0948949837890219
"617",-0.0386649727183874
"618",-0.306653964475941
"619",-0.074825738717756
"620",-0.190826038936485
"621",0.0187233954689594
"622",-0.152437762087848
"623",-0.155086808646234
"624",-0.03617313171873
"625",-0.183355041024708
"626",0.0400934590993567
"627",0.262450747345001
"628",-0.0042541102630076
"629",0.190035492201932
"630",-0.009315990592905
"631",-0.218058574036578
"632",-0.0608382267719056
"633",-0.0680006104482909
"634",0.273794107108082
"635",-0.033091119123278
"636",0.171586761701018
"637",-0.0290815746457853
"638",0.233970429050611
"639",0.131731539873186
"640",-0.418386141037234
"641",-0.0779133697561006
"642",-0.020238877146493
"643",-0.343130438209666
"644",-0.0960251666303768
"645",-0.0836471599388466
"646",0.00810467468995424
"647",-0.0478019322118956
"648",0.186951236713755
"649",0.0503316547329924
"650",-0.142617632551988
"651",-0.117918251175724
"652",0.2104268450986
"653",-0.198869599716783
"654",-0.0788239272335453
"655",-0.0429208946279268
"656",0.0139043591865326
"657",0.267544874218295
"658",-0.266821202988902
"659",-0.0355797892969718
"660",-0.0999224184108081
"661",0.140138409263444
"662",0.125149394120529
"663",-0.0691227257426467
"664",-0.091033029823184
"665",0.0349198185787283
"666",0.079469261590881
"667",0.0205794857957027
"668",0.252087350447191
"669",-0.0377814349594063
"670",0.0603947087274972
"671",0.072327242121941
"672",0.00456780586863306
"673",-0.217004023953609
"674",0.0637017145249969
"675",0.133804879640996
"676",0.0306573075141319
"677",0.0792014239351375
"678",-0.0785316928279451
"679",-0.0456759301992506
"680",0.070370871493367
"681",0.120211997926105
"682",0.110783803009698
"683",0.0268318953018142
"684",0.115245245195498
"685",-0.340986428941099
"686",-0.0402053581346632
"687",0.0285637518489204
"688",0.042669136426385
"689",0.00501200162529234
"690",-0.146513804448295
"691",0.235735921918428
"692",0.188317330822372
"693",-0.155765388280422
"694",-0.0434742055415002
"695",0.0490472213513848
"696",-0.147451401563031
"697",-0.0285425646056757
"698",0.0162453414347991
"699",-0.116988647493135
"700",-0.133520534133757
"701",-0.134516478210276
"702",-0.0891075224574198
"703",0.214797233113417
"704",0.0535059071785537
"705",0.0823172990639486
"706",-0.249031613199904
"707",-0.0362706707839649
"708",0.173323872789272
"709",-0.0685264487012256
"710",0.0364302340745764
"711",-0.0835192814963323
"712",-0.071382525564667
"713",0.193815140671212
"714",-0.158142086564795
"715",-0.050787247306177
"716",-0.205096819854392
"717",-0.0886909524662694
"718",0.197290415019587
"719",0.18670700541079
"720",0.374484526389835
"721",0.0368181879123362
"722",0.158668160628798
"723",-0.0547552385804859
"724",-0.131964953402873
"725",-0.239755816474337
"726",-0.260422427376063
"727",-0.0720586458276549
"728",-0.0702843547250586
"729",-0.0573289693049298
"730",-0.0582211647811718
"731",0.17845428510683
"732",0.0387754669595995
"733",-0.0158214888509251
"734",-0.0581277374914967
"735",-0.168840563849671
"736",-0.166150742028684
"737",-0.20621414089064
"738",0.00522776853308666
"739",0.103354328558191
"740",-0.162155720692772
"741",-0.0147891373715736
"742",-0.313541315885546
"743",-0.212374235025183
"744",-0.0505391134292534
"745",-0.0957070855354781
"746",0.133249264707678
"747",0.0995311771239669
"748",0.050403978959643
"749",0.169304730640752
"750",0.0177742517774653
"751",0.157694004807199
"752",0.181033856514343
"753",-0.114879547297804
"754",0.123783723982782
"755",0.0313817446868661
"756",-0.23465701283907
"757",-0.0815305028461097
"758",0.0998230506062865
"759",-0.0161390468717735
"760",-0.0337577740209359
"761",0.100087808658172
"762",0.141885485570433
"763",0.1868336869918
"764",0.263004282085056
"765",-0.0474257160269758
"766",-0.164504138477033
"767",0.297256731109369
"768",0.0826720653328982
"769",0.105065324826127
"770",-0.021250922359416
"771",-0.0913970448773146
"772",0.0239629997996753
"773",0.0189168057012076
"774",0.249398560321836
"775",0.0335344970102228
"776",0.391732323195318
"777",-0.347610577358902
"778",-0.0330494109142913
"779",-0.0573924797652771
"780",0.249539065096526
"781",0.0760720094908658
"782",-0.0205010259240464
"783",0.108901119889936
"784",-0.16341141163293
"785",0.228034285846441
"786",-0.164116671648027
"787",0.213022235873159
"788",0.204845510950822
"789",-0.0303769961009644
"790",0.0287628073182931
"791",-0.0783966117642393
"792",-0.0393148259788796
"793",0.164000005445932
"794",0.0761231074325975
"795",0.0375136423132078
"796",0.0961352251051485
"797",0.1510470767094
"798",-0.0690309516821166
"799",-0.0418520131216124
"800",0.132712257443402
"801",-0.0532696249651892
"802",-0.0154277438634353
"803",-0.181811020383989
"804",-0.166203517245625
"805",-0.0605198890532732
"806",-0.170762458196963
"807",-0.0152136383168761
"808",-0.152863859184004
"809",0.00136152344473767
"810",0.107437949266925
"811",0.0394642097010596
"812",0.0795368265916523
"813",-0.171762342926478
"814",-0.0163241611685957
"815",-0.023249747420724
"816",0.213372845637881
"817",-0.110991222420597
"818",0.206292501974537
"819",0.155712338816955
"820",-0.311921066940933
"821",0.0143477778596127
"822",-0.075554343657655
"823",-0.104427101032208
"824",0.0483356566501585
"825",0.239329889292529
"826",0.00312498469864183
"827",0.0516305971676888
"828",-0.335993111326088
"829",0.129181786701094
"830",0.0506171632618252
"831",-0.0434755156605715
"832",-0.0297583445691301
"833",-0.112706870806304
"834",-0.123546587764853
"835",0.099230615329289
"836",0.179813974571786
"837",0.00612962873633946
"838",-0.138431401413982
"839",0.0965055037607374
"840",-0.0922122594991827
"841",-0.0237715290639585
"842",0.11468714716654
"843",0.118576269581573
"844",0.130947236887605
"845",0.151368872691476
"846",-0.0844270835377695
"847",-0.104269937188984
"848",-0.320087135716984
"849",-0.192572251317287
"850",0.0605701799296756
"851",-0.0587706203315205
"852",0.0673298466377091
"853",-0.186173239684832
"854",0.103588402144084
"855",-0.0624995163583467
"856",-0.0477405262015554
"857",-0.299238832030644
"858",-0.396133268092156
"859",-0.27633162620941
"860",0.0526249366634461
"861",0.0599028875795098
"862",0.0713796971982186
"863",-0.037490711711555
"864",0.0725758448683519
"865",0.208629447087287
"866",0.0514142366371612
"867",0.102420730640639
"868",-0.103130380786759
"869",-0.00921019692103153
"870",0.273612386492824
"871",-0.118763767357543
"872",0.265748519420152
"873",0.243151492186967
"874",0.0171370140565269
"875",0.048621164243729
"876",-0.142121722521801
"877",-0.0907548724298626
"878",0.0827840958212618
"879",0.15451129182158
"880",0.184291414786244
"881",-0.228036878941197
"882",0.0510766217806986
"883",-0.355069983902317
"884",-0.0387176588481247
"885",0.0116493878083113
"886",0.153440149261143
"887",-0.0748785168680132
"888",0.0971145534048989
"889",-0.191858300734978
"890",-0.0100823727875138
"891",-0.117859874405895
"892",0.176688316760813
"893",0.117881078983689
"894",-0.151994349684841
"895",0.528372812193314
"896",-0.013220347417752
"897",0.136423155820205
"898",0.0587540648511191
"899",0.126994881969049
"900",-0.0757266439710051
"901",-0.140153011605462
"902",0.101157340395518
"903",0.0232626762013808
"904",-0.0640444613515078
"905",-0.168694530689741
"906",0.292123974083636
"907",0.21035329269301
"908",-0.134283832367287
"909",-0.0580772288390466
"910",0.0152446967098714
"911",0.0432390242946176
"912",-0.0397000245636659
"913",0.0260009884260267
"914",0.127884836610318
"915",0.00205185312917104
"916",-0.228872435644256
"917",0.10314594216215
"918",0.0118054969424019
"919",0.00421220496444993
"920",-0.098998272110205
"921",-0.0621051447402308
"922",-0.00970127028246029
"923",0.115017175046475
"924",0.141284758388531
"925",0.319321626278551
"926",-0.0463794381740053
"927",-0.236612015651728
"928",-0.0787453376893311
"929",0.0361547919823572
"930",-0.0984687124562365
"931",0.213428608168097
"932",-0.0651622329080135
"933",0.0294110386504636
"934",-0.0525166919978266
"935",-0.116608212098459
"936",0.274349593435351
"937",-0.00300708993597487
"938",0.238244969034081
"939",-0.0765052570475765
"940",-0.0262994838954276
"941",-0.0886973631025763
"942",-0.150720825436577
"943",-0.0196339976207389
"944",0.137074333336796
"945",-0.0796129982456889
"946",0.068959901691079
"947",0.198748911187359
"948",-0.0149439233276748
"949",-0.115003269385489
"950",0.0958576235456212
"951",-0.398467270908859
"952",-0.152362550654286
"953",-0.0866832328731866
"954",0.153204579863429
"955",-0.209442463148409
"956",0.076787235294059
"957",-0.106617524023332
"958",-0.0736276842025961
"959",-0.0301134336366505
"960",-0.0383102376201678
"961",0.0207041408625022
"962",0.231067441297837
"963",-0.350565042604039
"964",-0.238306627464867
"965",0.00194873419046729
"966",0.0120906110725393
"967",0.151308671019321
"968",0.105708915614076
"969",0.0553771869480527
"970",0.0772263576034485
"971",0.00905063803704403
"972",-0.0354681167076419
"973",0.170063663587532
"974",0.328960952956516
"975",0.259823916818144
"976",0.100641221181407
"977",0.149902875086599
"978",0.130203454430561
"979",-0.0163828845032034
"980",-0.0176482328593436
"981",0.106555665876391
"982",0.110805377783334
"983",-0.0154788946204726
"984",0.385619780215028
"985",0.0512462983853461
"986",-0.173936528199779
"987",-0.0692736805753885
"988",0.127235384133887
"989",0.416189773954983
"990",-0.0365617412993873
"991",0.0145675720893196
"992",-0.224972174178826
"993",-0.241869203697335
"994",-0.183288987826406
"995",-0.0353900999229185
"996",-0.149043068403925
"997",-0.0550285937918123
"998",-0.172282626572799
"999",0.0219072658100344
"1000",0.0199106575436724
